Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2582","Maize Germ Oil","2022","2022","kcal/cap/d","14.35","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2582","Maize Germ Oil","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2582","Maize Germ Oil","2022","2022","g/cap/d","1.59","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2010","2010","kcal/cap/d","119.11","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2010","2010","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2010","2010","g/cap/d","13.18","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2011","2011","kcal/cap/d","117.72","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2011","2011","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2011","2011","g/cap/d","13.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2012","2012","kcal/cap/d","117.57","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2012","2012","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2012","2012","g/cap/d","13.01","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","kcal/cap/d","114.24","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","g/cap/d","12.64","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2014","2014","kcal/cap/d","112.94","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2014","2014","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2014","2014","g/cap/d","12.49","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2015","2015","kcal/cap/d","110.87","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2015","2015","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2015","2015","g/cap/d","12.27","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2016","2016","kcal/cap/d","104.67","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2016","2016","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2016","2016","g/cap/d","11.58","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2017","2017","kcal/cap/d","102.44","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2017","2017","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2017","2017","g/cap/d","11.33","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2018","2018","kcal/cap/d","103.43","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2018","2018","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2018","2018","g/cap/d","11.44","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2019","2019","kcal/cap/d","133.64","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2019","2019","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2019","2019","g/cap/d","14.8","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2020","2020","kcal/cap/d","137.26","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2020","2020","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2020","2020","g/cap/d","15.2","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2021","2021","kcal/cap/d","128.23","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2021","2021","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2021","2021","g/cap/d","14.19","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2022","2022","kcal/cap/d","134.2","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2022","2022","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2022","2022","g/cap/d","14.86","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2010","2010","kcal/cap/d","13.15","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2010","2010","g/cap/d","0.57","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2010","2010","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2011","2011","kcal/cap/d","13.77","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2011","2011","g/cap/d","0.59","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2011","2011","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2012","2012","kcal/cap/d","12.89","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2012","2012","g/cap/d","0.56","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2012","2012","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2013","2013","kcal/cap/d","13.17","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2013","2013","g/cap/d","0.57","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2013","2013","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2014","2014","kcal/cap/d","12.53","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2014","2014","g/cap/d","0.54","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2014","2014","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2015","2015","kcal/cap/d","12.54","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2015","2015","g/cap/d","0.54","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2015","2015","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2016","2016","kcal/cap/d","13.06","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2016","2016","g/cap/d","0.56","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2016","2016","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2017","2017","kcal/cap/d","12.74","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2017","2017","g/cap/d","0.55","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2017","2017","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2018","2018","kcal/cap/d","12.04","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2018","2018","g/cap/d","0.52","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2018","2018","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2019","2019","kcal/cap/d","13.14","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2019","2019","g/cap/d","0.57","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2019","2019","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2020","2020","kcal/cap/d","14.24","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2020","2020","g/cap/d","0.62","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2020","2020","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2021","2021","kcal/cap/d","12.23","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2021","2021","g/cap/d","0.53","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2021","2021","g/cap/d","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2022","2022","kcal/cap/d","15.11","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2022","2022","g/cap/d","0.65","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2022","2022","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2010","2010","kcal/cap/d","10.99","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2010","2010","g/cap/d","0.33","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2010","2010","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2011","2011","kcal/cap/d","10.27","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2011","2011","g/cap/d","0.31","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2011","2011","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2012","2012","kcal/cap/d","10.6","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2012","2012","g/cap/d","0.32","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2012","2012","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2013","2013","kcal/cap/d","11.76","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2013","2013","g/cap/d","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2013","2013","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2014","2014","kcal/cap/d","10.41","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2014","2014","g/cap/d","0.32","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2014","2014","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2015","2015","kcal/cap/d","9.59","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2015","2015","g/cap/d","0.29","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2015","2015","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2016","2016","kcal/cap/d","9.07","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2016","2016","g/cap/d","0.28","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2016","2016","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2017","2017","kcal/cap/d","9.27","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2017","2017","g/cap/d","0.28","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2017","2017","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2018","2018","kcal/cap/d","8.54","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2018","2018","g/cap/d","0.26","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2018","2018","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2019","2019","kcal/cap/d","10.22","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2019","2019","g/cap/d","0.31","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2019","2019","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2020","2020","kcal/cap/d","9.93","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2020","2020","g/cap/d","0.3","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2020","2020","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2021","2021","kcal/cap/d","9.5","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2021","2021","g/cap/d","0.29","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2021","2021","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2602","Onions","2022","2022","kcal/cap/d","9.45","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2602","Onions","2022","2022","g/cap/d","0.29","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2602","Onions","2022","2022","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2010","2010","kcal/cap/d","52.37","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2010","2010","g/cap/d","2.88","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2010","2010","g/cap/d","0.43","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2011","2011","kcal/cap/d","55.97","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2011","2011","g/cap/d","3.18","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2011","2011","g/cap/d","0.47","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2012","2012","kcal/cap/d","51.23","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2012","2012","g/cap/d","2.72","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2012","2012","g/cap/d","0.45","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2013","2013","kcal/cap/d","53.3","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2013","2013","g/cap/d","2.86","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2013","2013","g/cap/d","0.47","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2014","2014","kcal/cap/d","53.41","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2014","2014","g/cap/d","2.88","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2014","2014","g/cap/d","0.47","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2015","2015","kcal/cap/d","50.94","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2015","2015","g/cap/d","2.67","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2015","2015","g/cap/d","0.44","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2016","2016","kcal/cap/d","52.95","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2016","2016","g/cap/d","2.73","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2016","2016","g/cap/d","0.46","E","Estimated value",""
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2017","2017","kcal/cap/d","52.35","E","Estimated value",""
